PO_ID,PO_Line_Item_ID,Order_Creation_DateTime,Acknowledgement_DateTime,Order_Quantity,Order_Volume,Order_Weight,Priority_Flag,Fulfiller_ID,Routing_Lane_ID,Fulfiller_Throughput,Fulfiller_Calendar,Total_Backlog_Ack,Current_Backlog,Relative_Queue_Position,Estimated_Processing_Rate,Days_in_Queue,Day_of_Week,Day_of_Month,Peak_Season,Demand_Surge,Recent_Shipments,Lead_Time_Trend,Lead_Time,Month,Season,On_Time_Performance,Product_Category,Geography,Carrier,Expected_Ship_Date,P50_Confidence,P90_Confidence,Reasoning_Context,Probability_On_Time,On_Time_Performance_Metric,EDD_Accuracy,P50_Calibration,P90_Calibration,Fill_Rate,Lead_Time_Stability,Vendor_Accuracy_Score
PO00781,L00781,2023-02-12 23:27:00,2023-02-15 06:27:00,396,3.12,11.32,Standard,F104,C3-G4,364,1,2642,2520,90,7.258241758,8,6,12,1,0,348,0.91,2,2,Spring,0.86,PC10,Region5,USPS,2023-02-17 06:27:00,2,4,Based on backlog and throughput,0.84,0.92,0.99,0.87,0.85,0.92,0.86,74
PO00782,L00782,2023-02-10 13:38:00,2023-02-10 16:38:00,445,3.1,20.14,Overnight,F168,C6-G2,460,1,2103,2084,47,4.57173913,8,4,10,0,1,275,1.05,13,2,Winter,0.95,PC2,Region3,FedEx,2023-02-23 16:38:00,13,14,Based on backlog and throughput,0.94,0.91,0.99,0.7,0.8,0.92,0.81,96
PO00783,L00783,2023-04-03 17:18:00,2023-04-04 21:18:00,233,1.56,2.7,Standard,F164,C5-G2,332,1,1637,1459,44,4.930722892,1,0,3,1,1,77,1.01,12,4,Fall,0.95,PC2,Region2,FedEx,2023-04-16 21:18:00,12,14,Based on backlog and throughput,0.76,0.99,0.89,0.71,0.91,0.96,0.81,97
PO00784,L00784,2023-06-14 03:05:00,2023-06-17 15:05:00,403,4.68,14.25,Overnight,F196,C8-G2,128,1,854,777,80,6.671875,1,2,14,1,0,415,0.83,4,6,Fall,0.99,PC1,Region3,FedEx,2023-06-21 15:05:00,4,5,Based on backlog and throughput,0.8,0.99,0.94,0.82,0.88,0.94,0.93,99
PO00785,L00785,2023-06-17 21:18:00,2023-06-20 01:18:00,76,4.74,40.93,Standard,F115,C9-G1,121,1,3468,3430,14,28.66115702,12,5,17,1,1,443,1.19,2,6,Summer,0.92,PC1,Region4,FedEx,2023-06-22 01:18:00,2,4,Based on backlog and throughput,0.71,0.9,0.99,0.83,0.94,0.99,0.93,95
PO00786,L00786,2023-06-06 14:38:00,2023-06-09 23:38:00,265,3.16,14.59,Standard,F111,C6-G1,312,1,2358,2322,93,7.557692308,6,1,6,1,1,177,1.15,8,6,Spring,0.97,PC7,Region5,UPS,2023-06-17 23:38:00,8,10,Based on backlog and throughput,0.98,0.89,0.95,0.88,0.8,0.94,0.84,79
PO00787,L00787,2023-08-07 05:44:00,2023-08-07 08:44:00,455,3.94,41,Standard,F161,C3-G5,240,1,3765,3588,24,15.6875,10,0,7,1,0,26,0.9,7,8,Winter,0.93,PC6,Region1,USPS,2023-08-14 08:44:00,7,9,Based on backlog and throughput,0.72,0.89,0.98,0.83,0.84,0.98,0.81,93
PO00788,L00788,2023-08-16 11:28:00,2023-08-19 14:28:00,284,3.1,26.81,2-day,F184,C3-G4,416,1,4335,4174,55,10.42067308,3,2,16,0,1,119,0.85,1,8,Summer,0.97,PC2,Region3,USPS,2023-08-20 14:28:00,1,2,Based on backlog and throughput,0.96,0.88,0.97,0.75,0.91,0.96,0.85,86
PO00789,L00789,2023-01-22 23:55:00,2023-01-26 10:55:00,206,2.47,44.05,2-day,F116,C7-G4,424,1,640,566,15,1.509433962,12,6,22,1,1,280,1.18,2,1,Spring,0.95,PC3,Region1,DHL,2023-01-28 10:55:00,2,4,Based on backlog and throughput,0.79,0.9,1,0.79,0.9,0.91,0.89,89
PO00790,L00790,2023-06-30 19:27:00,2023-07-04 07:27:00,223,3.34,28.95,Overnight,F177,C4-G4,479,1,369,252,83,0.7703549061,0,4,30,1,1,307,0.98,2,6,Winter,0.94,PC1,Region5,UPS,2023-07-06 07:27:00,2,4,Based on backlog and throughput,0.87,0.85,0.94,0.86,0.84,0.91,0.85,85
PO00791,L00791,2023-05-21 20:50:00,2023-05-23 20:50:00,384,2.81,1.97,2-day,F169,C3-G2,112,1,3560,3457,72,31.78571429,7,6,21,1,1,195,0.92,4,5,Winter,0.93,PC8,Region5,USPS,2023-05-27 20:50:00,4,5,Based on backlog and throughput,0.9,0.98,1,0.88,0.89,0.92,0.92,86
PO00792,L00792,2023-01-30 02:42:00,2023-01-31 03:42:00,52,3.03,33.93,Standard,F100,C10-G3,429,1,3508,3348,34,8.177156177,1,0,30,1,1,276,1,3,1,Fall,0.95,PC1,Region2,USPS,2023-02-03 03:42:00,3,4,Based on backlog and throughput,0.74,0.89,0.99,0.75,0.92,0.91,0.8,70
PO00793,L00793,2023-11-23 12:23:00,2023-11-25 23:23:00,339,3.94,2.72,2-day,F199,C1-G3,61,1,605,575,2,9.918032787,13,3,23,0,1,17,1.11,1,11,Fall,0.91,PC5,Region4,DHL,2023-11-26 23:23:00,1,3,Based on backlog and throughput,0.83,0.96,0.92,0.81,0.81,0.93,0.89,97
PO00794,L00794,2023-09-20 23:43:00,2023-09-24 01:43:00,367,2.46,22.8,Standard,F186,C2-G1,190,1,1229,1107,27,6.468421053,2,2,20,1,1,294,0.87,12,9,Fall,0.86,PC10,Region4,FedEx,2023-10-06 01:43:00,12,14,Based on backlog and throughput,0.79,0.89,0.95,0.73,0.91,0.96,0.81,90
PO00795,L00795,2023-03-23 00:09:00,2023-03-23 02:09:00,144,0.3,46.51,Standard,F183,C3-G4,303,0,2179,2126,74,7.191419142,4,3,23,1,0,270,1.11,14,3,Winter,0.86,PC7,Region3,USPS,2023-04-06 02:09:00,14,16,Based on backlog and throughput,0.72,0.94,0.91,0.8,0.84,0.96,0.89,91
PO00796,L00796,2023-11-08 21:50:00,2023-11-10 00:50:00,373,0.9,8.68,2-day,F155,C7-G4,92,1,3245,3074,99,35.27173913,13,2,8,1,1,52,1.1,2,11,Spring,0.92,PC2,Region3,FedEx,2023-11-12 00:50:00,2,4,Based on backlog and throughput,0.94,0.86,0.96,0.72,0.94,0.96,0.81,84
PO00797,L00797,2023-08-13 01:08:00,2023-08-13 04:08:00,69,2.25,19.8,Standard,F166,C5-G4,66,1,3342,3309,87,50.63636364,2,6,13,1,0,293,1.02,11,8,Spring,0.93,PC2,Region2,DHL,2023-08-24 04:08:00,11,13,Based on backlog and throughput,0.71,0.92,0.84,0.89,0.88,0.91,0.9,86
PO00798,L00798,2023-02-04 07:49:00,2023-02-04 14:49:00,99,3.65,36.63,Overnight,F153,C9-G2,112,1,461,263,72,4.116071429,6,5,4,1,1,431,1.15,9,2,Spring,0.86,PC1,Region5,USPS,2023-02-13 14:49:00,9,10,Based on backlog and throughput,0.89,0.89,0.96,0.83,0.81,0.96,0.84,80
PO00799,L00799,2023-11-27 11:23:00,2023-11-27 16:23:00,396,3.01,44.17,2-day,F147,C7-G4,302,1,3820,3699,92,12.64900662,6,0,27,1,1,51,0.85,13,11,Summer,0.89,PC9,Region5,FedEx,2023-12-10 16:23:00,13,15,Based on backlog and throughput,0.79,0.87,0.92,0.87,0.86,0.94,0.81,91
PO00800,L00800,2023-07-16 18:02:00,2023-07-17 22:02:00,25,3.29,33.71,Overnight,F105,C8-G3,425,0,1556,1444,23,3.661176471,13,6,16,1,1,215,1.04,1,7,Summer,0.9,PC1,Region5,UPS,2023-07-18 22:02:00,1,2,Based on backlog and throughput,0.76,0.97,0.99,0.9,0.94,0.99,0.85,74
PO00801,L00801,2023-11-06 04:43:00,2023-11-08 11:43:00,436,2.45,13.28,Standard,F189,C3-G5,341,1,4167,4106,68,12.21994135,1,0,6,1,1,71,0.98,9,11,Fall,0.93,PC5,Region2,FedEx,2023-11-17 11:43:00,9,10,Based on backlog and throughput,0.89,0.82,0.99,0.74,0.91,0.99,0.85,73
PO00802,L00802,2023-08-19 11:23:00,2023-08-22 21:23:00,379,3.12,33.89,Standard,F167,C7-G1,57,1,4295,4273,14,75.35087719,12,5,19,1,0,27,0.97,7,8,Fall,0.89,PC7,Region1,FedEx,2023-08-29 21:23:00,7,9,Based on backlog and throughput,0.87,0.89,0.98,0.84,0.85,0.98,0.93,95
PO00803,L00803,2023-08-16 02:36:00,2023-08-16 12:36:00,469,1.71,15.19,Standard,F154,C5-G4,374,1,1781,1736,63,4.762032086,12,2,16,1,0,468,0.9,2,8,Spring,0.86,PC7,Region4,FedEx,2023-08-18 12:36:00,2,3,Based on backlog and throughput,0.79,0.84,0.99,0.88,0.89,0.97,0.88,90
PO00804,L00804,2023-03-12 16:23:00,2023-03-12 19:23:00,484,2.4,36.06,Standard,F129,C7-G3,139,1,1152,1097,93,8.287769784,6,6,12,1,0,399,0.95,2,3,Fall,0.87,PC2,Region1,FedEx,2023-03-14 19:23:00,2,4,Based on backlog and throughput,0.85,0.96,0.96,0.82,0.89,0.91,0.82,93
PO00805,L00805,2023-07-23 10:41:00,2023-07-25 17:41:00,53,3.75,47.72,2-day,F161,C9-G1,257,1,2609,2475,65,10.15175097,10,6,23,1,1,251,0.84,5,7,Spring,0.87,PC10,Region5,UPS,2023-07-30 17:41:00,5,6,Based on backlog and throughput,0.77,0.85,0.99,0.83,0.8,0.91,0.91,78
PO00806,L00806,2023-05-23 07:07:00,2023-05-26 09:07:00,151,4.37,36.21,Standard,F198,C2-G5,341,1,4827,4710,68,14.15542522,5,1,23,0,1,373,0.9,13,5,Spring,0.97,PC7,Region4,DHL,2023-06-08 09:07:00,13,14,Based on backlog and throughput,0.95,0.92,0.98,0.78,0.83,0.98,0.83,96
PO00807,L00807,2023-01-14 23:11:00,2023-01-18 08:11:00,144,2.22,43.21,Standard,F148,C6-G4,333,1,781,593,63,2.345345345,9,5,14,1,0,399,0.91,5,1,Summer,0.89,PC4,Region3,FedEx,2023-01-23 08:11:00,5,7,Based on backlog and throughput,0.79,0.83,0.98,0.83,0.88,0.94,0.85,85
PO00808,L00808,2023-09-13 16:24:00,2023-09-15 21:24:00,57,0.31,0.6,Overnight,F144,C10-G3,167,1,4032,3902,96,24.14371257,8,2,13,0,1,34,1.09,4,9,Spring,0.95,PC10,Region2,FedEx,2023-09-19 21:24:00,4,6,Based on backlog and throughput,0.77,0.88,0.97,0.78,0.86,0.95,0.92,99
PO00809,L00809,2023-10-15 03:16:00,2023-10-16 07:16:00,39,0.89,36.02,2-day,F175,C6-G3,398,1,2229,2064,97,5.600502513,12,6,15,1,1,400,0.82,12,10,Fall,0.93,PC10,Region3,USPS,2023-10-28 07:16:00,12,13,Based on backlog and throughput,0.92,0.97,0.99,0.8,0.83,0.98,0.91,81
PO00810,L00810,2023-05-14 22:28:00,2023-05-15 02:28:00,109,0.2,41.56,Standard,F194,C5-G1,224,1,4949,4788,90,22.09375,8,6,14,1,1,200,1.06,10,5,Spring,0.99,PC1,Region2,USPS,2023-05-25 02:28:00,10,12,Based on backlog and throughput,0.71,0.83,0.98,0.72,0.92,0.96,0.89,87
PO00811,L00811,2023-04-20 19:18:00,2023-04-21 01:18:00,181,3.3,2.51,2-day,F197,C5-G5,125,1,4116,4004,81,32.928,1,3,20,1,1,248,0.89,10,4,Fall,0.89,PC8,Region4,UPS,2023-05-01 01:18:00,10,12,Based on backlog and throughput,0.78,0.93,0.98,0.7,0.87,0.92,0.93,91
PO00812,L00812,2023-12-22 15:12:00,2023-12-22 17:12:00,42,1.73,43.64,Standard,F189,C7-G4,150,1,3402,3359,87,22.68,6,4,22,1,1,98,0.83,13,12,Spring,0.87,PC7,Region4,UPS,2024-01-04 17:12:00,13,14,Based on backlog and throughput,0.81,0.84,0.98,0.71,0.85,0.92,0.81,72
PO00813,L00813,2023-03-04 04:54:00,2023-03-05 07:54:00,186,2.76,13.21,2-day,F173,C4-G5,463,1,819,692,64,1.768898488,4,5,4,0,0,307,0.92,12,3,Winter,0.86,PC8,Region2,UPS,2023-03-17 07:54:00,12,13,Based on backlog and throughput,0.96,0.88,0.93,0.74,0.82,0.9,0.84,84
PO00814,L00814,2023-02-07 14:11:00,2023-02-09 00:11:00,423,2.52,33.43,2-day,F112,C4-G5,200,1,174,67,32,0.87,12,1,7,1,1,476,0.89,3,2,Summer,0.88,PC7,Region5,USPS,2023-02-12 00:11:00,3,4,Based on backlog and throughput,0.98,0.9,0.95,0.79,0.89,0.97,0.9,87
PO00815,L00815,2024-01-01 14:05:00,2024-01-02 18:05:00,398,0.5,40.12,2-day,F154,C6-G2,449,1,1393,1236,79,3.102449889,5,0,1,1,1,486,1.02,4,1,Summer,0.95,PC10,Region3,FedEx,2024-01-06 18:05:00,4,6,Based on backlog and throughput,0.91,0.91,0.96,0.7,0.9,0.95,0.91,81
PO00816,L00816,2023-12-16 10:42:00,2023-12-19 18:42:00,223,2.08,33.3,2-day,F117,C6-G5,319,1,2022,2006,13,6.338557994,0,5,16,1,1,465,0.94,10,12,Spring,0.86,PC10,Region2,USPS,2023-12-29 18:42:00,10,12,Based on backlog and throughput,0.84,0.91,0.99,0.73,0.9,0.99,0.85,99
PO00817,L00817,2023-06-27 22:04:00,2023-06-28 10:04:00,122,1.18,5.07,Standard,F132,C1-G1,120,1,4257,4199,66,35.475,6,1,27,0,1,139,1.19,4,6,Fall,0.88,PC2,Region1,DHL,2023-07-02 10:04:00,4,6,Based on backlog and throughput,0.89,0.92,0.97,0.86,0.83,0.97,0.89,82
PO00818,L00818,2023-10-09 17:18:00,2023-10-10 00:18:00,133,2.15,30.02,Standard,F161,C2-G1,229,0,419,282,19,1.829694323,5,0,9,1,0,82,1.19,2,10,Spring,0.97,PC6,Region5,UPS,2023-10-12 00:18:00,2,3,Based on backlog and throughput,0.82,0.85,1,0.85,0.89,0.91,0.92,70
PO00819,L00819,2023-06-03 05:45:00,2023-06-04 15:45:00,163,1.1,27.7,Standard,F198,C7-G1,173,1,2249,2151,24,13,3,5,3,1,1,47,0.98,5,6,Summer,0.93,PC1,Region3,UPS,2023-06-09 15:45:00,5,7,Based on backlog and throughput,0.79,0.88,0.99,0.86,0.94,0.92,0.89,73
PO00820,L00820,2023-12-30 22:40:00,2024-01-01 07:40:00,215,4.22,45.07,Standard,F129,C9-G1,430,1,1552,1469,88,3.609302326,0,5,30,1,1,277,1.12,5,12,Fall,0.86,PC8,Region3,UPS,2024-01-06 07:40:00,5,6,Based on backlog and throughput,0.98,0.81,0.97,0.88,0.85,0.95,0.82,77
PO00821,L00821,2023-03-31 11:32:00,2023-03-31 14:32:00,221,0.95,20.51,Standard,F110,C8-G3,342,1,1655,1510,11,4.839181287,8,4,31,1,1,378,0.81,5,3,Winter,0.86,PC9,Region5,DHL,2023-04-05 14:32:00,5,6,Based on backlog and throughput,0.73,0.95,1,0.72,0.83,0.99,0.94,88
PO00822,L00822,2023-04-25 03:12:00,2023-04-27 12:12:00,235,4.81,16.39,Standard,F136,C4-G3,334,1,4307,4263,59,12.89520958,3,1,25,1,1,247,1.02,11,4,Winter,0.86,PC6,Region1,FedEx,2023-05-08 12:12:00,11,12,Based on backlog and throughput,0.8,0.96,0.98,0.73,0.92,0.92,0.89,90
PO00823,L00823,2023-03-13 07:50:00,2023-03-15 18:50:00,331,2.14,37.62,2-day,F176,C5-G2,244,1,3132,3025,86,12.83606557,1,0,13,1,1,382,1.1,11,3,Fall,0.98,PC10,Region3,FedEx,2023-03-26 18:50:00,11,12,Based on backlog and throughput,0.96,0.84,0.91,0.77,0.83,0.98,0.81,99
PO00824,L00824,2023-09-10 00:23:00,2023-09-12 06:23:00,146,4.25,20.93,Standard,F169,C1-G1,448,1,560,374,15,1.25,7,6,10,1,1,176,0.89,10,9,Spring,0.97,PC4,Region5,FedEx,2023-09-22 06:23:00,10,11,Based on backlog and throughput,0.91,0.84,0.96,0.88,0.84,0.93,0.95,95
PO00825,L00825,2023-10-11 18:23:00,2023-10-14 23:23:00,239,3.18,32.48,Standard,F152,C10-G1,277,1,986,925,10,3.559566787,1,2,11,1,1,51,0.82,1,10,Summer,0.97,PC2,Region4,UPS,2023-10-15 23:23:00,1,2,Based on backlog and throughput,0.71,0.81,0.97,0.86,0.82,0.93,0.82,90
PO00826,L00826,2023-08-28 17:08:00,2023-08-31 21:08:00,76,3.7,32.5,2-day,F132,C1-G5,480,0,3633,3575,41,7.56875,4,0,28,1,1,78,0.86,6,8,Fall,0.98,PC2,Region2,FedEx,2023-09-06 21:08:00,6,7,Based on backlog and throughput,0.71,0.98,0.95,0.76,0.84,0.99,0.89,74
PO00827,L00827,2023-11-10 02:04:00,2023-11-11 09:04:00,9,3.86,44.46,Standard,F124,C4-G5,479,1,4036,3860,27,8.425887265,10,4,10,1,1,384,0.98,11,11,Spring,0.92,PC1,Region4,USPS,2023-11-22 09:04:00,11,13,Based on backlog and throughput,0.85,0.95,0.99,0.72,0.86,0.9,0.92,80
PO00828,L00828,2023-06-08 12:45:00,2023-06-10 22:45:00,74,2.57,30.14,2-day,F100,C2-G1,485,1,1215,1025,60,2.505154639,5,3,8,1,0,321,1,2,6,Fall,0.88,PC10,Region3,UPS,2023-06-12 22:45:00,2,3,Based on backlog and throughput,0.84,0.87,0.98,0.82,0.81,0.97,0.95,94
PO00829,L00829,2023-09-03 16:26:00,2023-09-07 01:26:00,442,2.76,25.36,Standard,F190,C2-G5,324,1,1175,1016,73,3.62654321,10,6,3,1,0,63,0.95,7,9,Fall,0.91,PC2,Region4,DHL,2023-09-14 01:26:00,7,9,Based on backlog and throughput,0.83,0.89,0.97,0.75,0.93,0.9,0.94,93
PO00830,L00830,2023-07-29 18:04:00,2023-07-29 18:04:00,492,2.62,7.37,Standard,F195,C3-G4,155,0,3976,3839,52,25.6516129,12,5,29,1,0,7,0.98,4,7,Summer,0.95,PC10,Region1,DHL,2023-08-02 18:04:00,4,6,Based on backlog and throughput,0.79,0.86,0.96,0.81,0.88,0.98,0.92,93
PO00831,L00831,2023-03-06 10:41:00,2023-03-08 18:41:00,401,2.98,6.23,Standard,F100,C10-G2,70,1,4715,4705,28,67.35714286,7,0,6,1,1,213,0.99,5,3,Winter,0.97,PC4,Region3,FedEx,2023-03-13 18:41:00,5,7,Based on backlog and throughput,0.99,0.91,0.99,0.89,0.89,0.98,0.95,98
PO00832,L00832,2023-02-07 14:29:00,2023-02-09 18:29:00,253,0.24,8.14,Standard,F173,C2-G2,113,1,2024,1923,65,17.91150442,10,1,7,0,1,24,1.11,5,2,Winter,0.91,PC10,Region2,UPS,2023-02-14 18:29:00,5,7,Based on backlog and throughput,0.78,0.94,0.95,0.81,0.86,0.99,0.9,98
PO00833,L00833,2023-12-15 16:22:00,2023-12-15 23:22:00,230,2.04,9.01,Standard,F166,C5-G3,214,1,1026,957,17,4.794392523,0,4,15,1,1,449,0.84,5,12,Winter,0.92,PC3,Region2,USPS,2023-12-20 23:22:00,5,7,Based on backlog and throughput,0.84,0.89,0.99,0.88,0.9,0.92,0.94,86
PO00834,L00834,2023-03-07 17:40:00,2023-03-07 22:40:00,7,3.07,32.07,Standard,F115,C8-G1,76,1,4752,4630,95,62.52631579,0,1,7,0,1,255,1.11,2,3,Winter,0.98,PC9,Region2,USPS,2023-03-09 22:40:00,2,3,Based on backlog and throughput,0.82,0.97,1,0.78,0.86,0.91,0.85,86
PO00835,L00835,2023-10-28 05:49:00,2023-10-30 15:49:00,174,3.03,37.18,Standard,F166,C8-G3,360,0,2381,2192,44,6.613888889,11,5,28,1,0,242,1.08,5,10,Summer,0.87,PC5,Region1,UPS,2023-11-04 15:49:00,5,7,Based on backlog and throughput,0.75,0.9,0.99,0.83,0.91,0.95,0.83,71
PO00836,L00836,2023-03-08 13:32:00,2023-03-10 17:32:00,141,3.99,26.73,2-day,F100,C7-G3,334,1,1155,981,10,3.458083832,3,2,8,0,0,456,1.1,3,3,Spring,0.97,PC6,Region2,FedEx,2023-03-13 17:32:00,3,5,Based on backlog and throughput,0.76,0.83,1,0.88,0.92,0.93,0.82,99
PO00837,L00837,2023-01-29 03:33:00,2023-01-31 13:33:00,168,3.31,41.54,Standard,F148,C5-G2,197,1,4774,4741,63,24.23350254,4,6,29,1,0,456,1.09,4,1,Fall,0.87,PC7,Region4,DHL,2023-02-04 13:33:00,4,6,Based on backlog and throughput,0.97,0.92,0.95,0.82,0.9,0.96,0.87,93
PO00838,L00838,2023-03-20 09:10:00,2023-03-22 12:10:00,170,4.96,49.57,Standard,F183,C2-G3,330,1,641,541,93,1.942424242,12,0,20,1,1,460,0.99,13,3,Summer,0.92,PC8,Region4,DHL,2023-04-04 12:10:00,13,14,Based on backlog and throughput,0.95,0.89,0.96,0.82,0.87,0.95,0.81,95
PO00839,L00839,2023-03-24 10:59:00,2023-03-25 18:59:00,393,1.49,41.09,Standard,F126,C1-G4,375,1,2261,2117,82,6.029333333,14,4,24,1,0,197,0.88,2,3,Winter,0.88,PC10,Region3,USPS,2023-03-27 18:59:00,2,4,Based on backlog and throughput,0.76,0.98,1,0.84,0.92,0.91,0.95,70
PO00840,L00840,2023-12-30 07:22:00,2023-12-31 07:22:00,434,1.86,34.9,Standard,F188,C7-G3,368,1,2351,2248,47,6.388586957,12,5,30,1,0,93,1.01,4,12,Winter,0.93,PC8,Region2,USPS,2024-01-04 07:22:00,4,6,Based on backlog and throughput,0.95,0.87,0.98,0.88,0.87,0.97,0.93,73
PO00841,L00841,2023-09-23 09:54:00,2023-09-26 19:54:00,283,1.98,26.86,Standard,F140,C1-G3,213,1,1152,971,38,5.408450704,8,5,23,1,1,206,1.18,13,9,Summer,0.93,PC3,Region1,USPS,2023-10-09 19:54:00,13,15,Based on backlog and throughput,0.76,0.88,0.92,0.72,0.82,0.98,0.91,78
PO00842,L00842,2023-02-10 08:12:00,2023-02-12 18:12:00,122,2.38,22.72,Standard,F152,C5-G2,435,1,4669,4630,70,10.73333333,10,4,10,1,1,434,1.04,9,2,Fall,0.9,PC4,Region5,DHL,2023-02-21 18:12:00,9,11,Based on backlog and throughput,0.88,0.92,0.99,0.77,0.82,1,0.83,71
PO00843,L00843,2023-11-22 17:17:00,2023-11-24 04:17:00,194,4.2,4.68,Standard,F146,C8-G1,455,1,2844,2826,76,6.250549451,13,2,22,1,0,436,0.8,8,11,Summer,0.97,PC3,Region4,USPS,2023-12-02 04:17:00,8,9,Based on backlog and throughput,0.72,0.9,0.93,0.78,0.94,0.94,0.82,72
PO00844,L00844,2023-03-06 20:19:00,2023-03-07 06:19:00,5,1.26,20.27,Standard,F113,C8-G2,273,1,3969,3903,53,14.53846154,6,0,6,1,1,14,0.82,13,3,Fall,0.94,PC1,Region3,DHL,2023-03-20 06:19:00,13,15,Based on backlog and throughput,0.96,0.87,0.98,0.88,0.83,0.93,0.86,96
PO00845,L00845,2023-11-11 17:05:00,2023-11-14 21:05:00,29,3.9,45.55,2-day,F119,C10-G4,321,1,4581,4500,78,14.27102804,6,5,11,1,1,177,1.2,14,11,Summer,0.95,PC1,Region4,DHL,2023-11-28 21:05:00,14,15,Based on backlog and throughput,0.71,0.99,0.95,0.89,0.92,0.92,0.89,75
PO00846,L00846,2023-09-15 20:10:00,2023-09-18 02:10:00,165,2.09,40.5,Standard,F154,C3-G4,195,1,4257,4077,44,21.83076923,7,4,15,1,1,454,0.83,11,9,Spring,0.87,PC3,Region4,FedEx,2023-09-29 02:10:00,11,12,Based on backlog and throughput,0.86,0.86,0.98,0.72,0.84,0.92,0.85,82
PO00847,L00847,2023-10-31 18:09:00,2023-11-04 00:09:00,422,3.05,11.19,Standard,F183,C2-G2,487,1,4710,4647,74,9.671457906,14,1,31,1,1,377,0.82,12,10,Winter,0.97,PC5,Region3,FedEx,2023-11-16 00:09:00,12,14,Based on backlog and throughput,0.93,0.85,0.99,0.72,0.86,0.93,0.92,84
PO00848,L00848,2023-03-29 21:39:00,2023-03-30 06:39:00,339,3.2,23.6,Standard,F174,C9-G4,405,1,4625,4543,54,11.41975309,4,2,29,0,0,74,0.94,3,3,Spring,0.87,PC10,Region4,FedEx,2023-04-02 06:39:00,3,5,Based on backlog and throughput,0.73,0.96,0.92,0.89,0.9,1,0.88,80
PO00849,L00849,2023-11-06 10:53:00,2023-11-07 15:53:00,136,1.93,40.93,2-day,F132,C4-G5,79,1,4775,4729,20,60.44303797,4,0,6,1,1,103,1.19,1,11,Summer,0.88,PC7,Region4,USPS,2023-11-08 15:53:00,1,2,Based on backlog and throughput,0.82,0.8,0.98,0.76,0.82,0.91,0.87,79
PO00850,L00850,2023-10-16 01:52:00,2023-10-17 11:52:00,496,2.61,3.84,Standard,F133,C2-G4,94,1,1660,1655,79,17.65957447,0,0,16,1,1,293,0.93,1,10,Spring,0.87,PC9,Region1,DHL,2023-10-18 11:52:00,1,3,Based on backlog and throughput,0.71,0.84,0.95,0.75,0.91,0.93,0.93,72
PO00851,L00851,2023-01-15 02:02:00,2023-01-18 12:02:00,365,2.12,19.68,Standard,F168,C5-G1,324,1,3862,3847,31,11.91975309,13,6,15,1,0,167,0.96,6,1,Fall,0.91,PC6,Region5,USPS,2023-01-24 12:02:00,6,8,Based on backlog and throughput,0.9,0.91,0.95,0.71,0.9,0.91,0.94,89
PO00852,L00852,2023-11-25 18:16:00,2023-11-28 02:16:00,321,0.44,42.67,Overnight,F154,C1-G1,83,1,1264,1065,7,15.22891566,8,5,25,1,1,449,1.05,3,11,Summer,0.97,PC5,Region3,DHL,2023-12-01 02:16:00,3,5,Based on backlog and throughput,0.79,0.83,0.96,0.76,0.88,0.93,0.84,78
PO00853,L00853,2023-11-30 06:49:00,2023-12-02 08:49:00,342,2.24,20.49,Standard,F172,C2-G5,190,1,2822,2677,58,14.85263158,5,3,30,1,1,114,0.81,4,11,Fall,0.89,PC10,Region3,FedEx,2023-12-06 08:49:00,4,5,Based on backlog and throughput,0.86,0.99,0.98,0.84,0.88,0.91,0.87,94
PO00854,L00854,2023-10-20 13:39:00,2023-10-21 17:39:00,145,0.58,4.34,Standard,F146,C5-G4,476,1,2458,2279,10,5.163865546,8,4,20,1,1,495,1.16,1,10,Spring,0.9,PC9,Region2,FedEx,2023-10-22 17:39:00,1,2,Based on backlog and throughput,0.97,0.89,1,0.79,0.82,0.95,0.9,79
PO00855,L00855,2023-11-24 00:31:00,2023-11-24 07:31:00,327,2.08,27.36,Standard,F178,C1-G4,367,0,570,395,10,1.553133515,2,4,24,1,0,38,1.01,8,11,Winter,0.97,PC3,Region5,USPS,2023-12-02 07:31:00,8,10,Based on backlog and throughput,0.79,0.91,0.99,0.8,0.87,0.94,0.88,90
PO00856,L00856,2023-11-18 17:18:00,2023-11-20 04:18:00,217,3.01,43.16,Standard,F135,C3-G1,423,1,1516,1346,39,3.58392435,4,5,18,1,1,457,0.99,1,11,Summer,0.94,PC3,Region4,DHL,2023-11-21 04:18:00,1,3,Based on backlog and throughput,0.71,0.83,0.98,0.88,0.81,0.92,0.81,92
PO00857,L00857,2023-11-25 09:30:00,2023-11-27 20:30:00,301,2.94,29.72,Standard,F187,C1-G4,270,1,1568,1530,28,5.807407407,1,5,25,1,0,363,1.14,5,11,Fall,0.96,PC8,Region1,USPS,2023-12-02 20:30:00,5,6,Based on backlog and throughput,0.9,0.85,0.98,0.72,0.85,0.92,0.89,94
PO00858,L00858,2023-05-06 21:25:00,2023-05-08 07:25:00,132,3.35,11.7,Standard,F150,C5-G2,405,0,908,732,30,2.241975309,9,5,6,1,1,272,1.18,6,5,Spring,0.88,PC5,Region2,UPS,2023-05-14 07:25:00,6,7,Based on backlog and throughput,0.93,0.92,0.92,0.71,0.94,0.96,0.93,93
